market,strategy,years,Starting Capital,Final Equity,Total Return,Invested Return,CAGR,Volatility (ann.),Sharpe,Sortino,Calmar,Probabilistic Sharpe,Deflated Sharpe,Max Drawdown,Hit Rate,Alpha (ann.),Beta,Avg Exposure,Benchmark Return,Trades,Unique Tickers,Median Trade Return,Avg Trade Return,Best Trade,Worst Trade,Profit Factor,Expectancy,Winning Trades,Losing Trades,Regime Bull Trades,Regime Bull Win Rate,Regime Bull Avg Return,Regime Pullback Trades,Regime Pullback Win Rate,Regime Pullback Avg Return,Regime Bear Trades,Regime Bear Win Rate,Regime Bear Avg Return,Total Fees,Fee Stt,Fee Stamp Duty,Fee Exchange Txn,Fee Sebi,Fee Gst,Fee Ipft,Fees Pct Capital,Fees Pct Net Pnl,Fee Commission,hold,variant,sharpe_num,sharpe
india,mom_lowvol_combo,3,"100,000.00","153,846.12",+53.85%,+5.38%,+15.80%,+10.01%,1.516,2.24,0.996,+99.49%,+99.49%,-15.87%,+51.00%,+11.29%,0.513,+86.37%,+25.92%,100,49,+0.38%,+5.38%,+88.08%,-26.56%,2.364,+5.38%,51,49,90,+46.67%,+4.84%,10.0,+90.00%,+10.29%,,,,"2,280.03","2,053.75",149.82,61.0,2.05,11.35,2.05,+2.28%,+4.23%,,63,regime_bull_pullback,,1.516
india,mom_lowvol_combo,5,"100,000.00","187,560.92",+87.56%,+5.15%,+13.67%,+10.94%,1.227,1.734,0.874,+99.60%,+99.60%,-15.64%,+57.06%,+8.72%,0.552,+87.88%,+49.54%,170,80,+1.54%,+5.15%,+87.07%,-29.48%,2.427,+5.15%,97,73,140,+51.43%,+3.65%,30.0,+83.33%,+12.16%,,,,"3,871.92","3,487.40",254.70,103.58,3.49,19.27,3.49,+3.87%,+4.42%,,63,regime_bull_pullback,,1.227
india,momentum_quality,1,"100,000.00","97,913.89",-2.09%,-2.61%,-2.11%,+11.31%,-0.132,-0.18,-0.191,+44.78%,+44.78%,-11.07%,+37.50%,-1.67%,0.474,+40.64%,-0.46%,8,8,-7.58%,-2.61%,+24.56%,-35.44%,0.747,-2.61%,3,5,8,+37.50%,-2.61%,,,,,,,175.76,157.90,11.99,4.69,0.16,0.87,0.16,+0.18%,-8.43%,,126,regime_bull_pullback,,-0.132
india,momentum_quality,2,"100,000.00","89,178.76",-10.82%,-4.69%,-5.63%,+15.20%,-0.305,-0.403,-0.23,+33.36%,+33.36%,-24.43%,+32.00%,-5.13%,0.561,+63.63%,+0.51%,25,18,-6.76%,-3.40%,+88.00%,-41.89%,0.596,-3.40%,8,16,18,+16.67%,-11.15%,7.0,+71.43%,+16.51%,,,,501.58,450.28,34.54,13.37,0.45,2.49,0.45,+0.50%,-4.64%,,126,regime_bull_pullback,,-0.305
india,momentum_quality,3,"100,000.00","172,363.77",+72.36%,+17.23%,+20.37%,+11.62%,1.654,2.424,2.383,+99.69%,+99.69%,-8.55%,+61.90%,+15.73%,0.528,+71.98%,+25.92%,42,30,+9.73%,+17.23%,+91.12%,-29.19%,4.898,+17.23%,26,16,35,+60.00%,+17.67%,7.0,+71.43%,+15.04%,,,,"1,009.27",912.38,62.93,27.1,0.91,5.04,0.91,+1.01%,+1.39%,,126,regime_bull_pullback,,1.654
india,momentum_quality,5,"100,000.00","230,278.06",+130.28%,+17.63%,+18.52%,+13.24%,1.35,1.914,0.751,+99.81%,+99.81%,-24.68%,+64.86%,+13.59%,0.561,+75.91%,+49.54%,74,46,+8.62%,+17.55%,+280.25%,-41.59%,4.213,+17.55%,48,26,56,+57.14%,+10.73%,18.0,+88.89%,+38.77%,,,,"1,778.75","1,608.17",110.71,47.76,1.61,8.89,1.61,+1.78%,+1.37%,,126,regime_bull_pullback,,1.35
india,nifty_momentum,1,"100,000.00","92,862.23",-7.14%,-3.59%,-7.22%,+23.12%,-0.208,-0.29,-0.364,+41.81%,+41.81%,-19.86%,+40.00%,-5.22%,1.361,+98.40%,-0.46%,20,20,-3.77%,-3.59%,+28.48%,-40.13%,0.578,-3.59%,8,12,20,+40.00%,-3.59%,,,,,,,434.85,390.52,29.79,11.6,0.39,2.16,0.39,+0.43%,-6.09%,,126,regime_bull_pullback,,-0.208
india,nifty_momentum,2,"100,000.00","90,205.24",-9.79%,-3.48%,-5.08%,+22.48%,-0.12,-0.165,-0.148,+43.33%,+43.33%,-34.29%,+43.33%,-3.62%,0.889,+76.35%,+0.51%,30,27,-1.82%,-2.21%,+60.58%,-47.21%,0.738,-2.21%,13,16,20,+45.00%,-5.31%,10.0,+40.00%,+3.98%,,,,616.48,553.66,42.21,16.44,0.55,3.06,0.55,+0.62%,-6.29%,,126,regime_bull_pullback,,-0.12
india,nifty_momentum,3,"100,000.00","180,326.92",+80.33%,+16.07%,+22.24%,+16.02%,1.334,1.919,1.154,+98.69%,+98.69%,-19.27%,+60.00%,+17.41%,0.609,+86.25%,+25.92%,50,42,+10.50%,+16.07%,+177.13%,-44.89%,2.77,+16.07%,30,20,40,+62.50%,+18.62%,10.0,+50.00%,+5.86%,,,,"1,195.46","1,080.34",74.91,32.09,1.08,5.97,1.08,+1.20%,+1.49%,,126,regime_bull_pullback,,1.334
india,nifty_momentum,3,"100,000.00","155,765.04",+55.77%,+5.58%,+16.29%,+17.35%,0.958,1.297,0.889,+94.36%,+94.36%,-18.32%,+59.00%,+11.40%,0.667,+86.37%,+25.92%,100,67,+6.19%,+5.58%,+97.11%,-60.56%,1.799,+5.58%,59,41,90,+56.67%,+4.57%,10.0,+80.00%,+14.60%,,,,"2,282.02","2,055.68",149.82,61.05,2.06,11.36,2.06,+2.28%,+4.09%,,63,regime_bull_pullback,,0.958
india,nifty_momentum,5,"100,000.00","244,660.64",+144.66%,+16.07%,+19.99%,+17.08%,1.153,1.597,0.823,+99.35%,+99.35%,-24.30%,+58.89%,+14.12%,0.708,+92.33%,+49.54%,90,75,+9.38%,+16.07%,+177.60%,-80.67%,2.683,+16.07%,53,37,70,+62.86%,+22.58%,20.0,+45.00%,-6.69%,,,,"2,151.91","1,944.68",134.84,57.76,1.94,10.75,1.94,+2.15%,+1.49%,,126,regime_bull_pullback,,1.153
india,nifty_momentum,5,"100,000.00","212,408.12",+112.41%,+6.61%,+16.59%,+16.76%,1.0,1.369,0.649,+98.46%,+98.46%,-25.57%,+55.88%,+11.38%,0.654,+87.88%,+49.54%,170,107,+4.84%,+6.61%,+100.50%,-60.56%,2.033,+6.61%,95,75,140,+49.29%,+3.59%,30.0,+86.67%,+20.73%,,,,"3,897.72","3,512.27",254.70,104.31,3.51,19.41,3.51,+3.90%,+3.47%,,63,regime_bull_pullback,,1.0
india,nifty_momentum_trend,1,"100,000.00","86,789.63",-13.21%,-6.99%,-13.36%,+23.18%,-0.502,-0.693,-0.474,+30.93%,+30.93%,-28.17%,+35.00%,-11.49%,1.392,+99.60%,-0.46%,20,20,-2.86%,-6.08%,+27.37%,-46.18%,0.404,-6.08%,7,13,20,+35.00%,-6.08%,,,,,,,406.55,364.66,28.31,10.83,0.36,2.02,0.36,+0.41%,-3.08%,,126,regime_bull_pullback,,-0.502
india,nifty_momentum_trend,2,"100,000.00","99,878.21",-0.12%,-0.04%,-0.06%,+22.35%,0.109,0.154,-0.002,+56.08%,+56.08%,-28.70%,+43.33%,+1.41%,0.919,+76.35%,+0.51%,30,26,-5.39%,+0.10%,+79.71%,-43.31%,0.997,+0.10%,13,17,20,+40.00%,-2.00%,10.0,+50.00%,+4.30%,,,,655.52,589.41,44.17,17.51,0.59,3.26,0.59,+0.66%,-538.24%,,126,regime_bull_pullback,,0.109
india,nifty_momentum_trend,3,"100,000.00","166,923.77",+66.92%,+13.38%,+19.06%,+16.60%,1.135,1.578,0.922,+96.96%,+96.96%,-20.67%,+60.00%,+14.16%,0.641,+85.70%,+25.92%,50,45,+5.19%,+13.38%,+156.87%,-52.44%,2.482,+13.38%,30,20,40,+62.50%,+15.66%,10.0,+50.00%,+4.30%,,,,"1,181.55","1,066.92",74.91,31.69,1.07,5.9,1.07,+1.18%,+1.77%,,126,regime_bull_pullback,,1.135
india,nifty_momentum_trend,5,"100,000.00","229,440.47",+129.44%,+14.49%,+18.43%,+17.64%,1.048,1.433,0.641,+98.79%,+98.79%,-28.74%,+61.11%,+12.51%,0.732,+92.33%,+49.54%,90,75,+9.42%,+15.28%,+169.15%,-76.99%,2.454,+15.28%,55,35,70,+65.71%,+21.91%,20.0,+45.00%,-7.91%,,,,"2,121.67","1,916.46",133.87,56.92,1.92,10.59,1.92,+2.12%,+1.64%,,126,regime_bull_pullback,,1.048
india,rs_trend,1,"100,000.00","81,624.37",-18.38%,-6.54%,-18.58%,+23.39%,-0.759,-0.953,-0.805,+21.77%,+21.77%,-23.09%,+30.00%,-16.61%,1.017,+76.84%,-0.46%,30,28,-5.45%,-4.38%,+56.81%,-50.86%,0.435,-4.38%,9,21,30,+30.00%,-4.38%,,,,,,,606.22,543.85,42.12,16.15,0.54,3.01,0.54,+0.61%,-3.30%,,63,regime_bull_pullback,,-0.759
india,rs_trend,2,"100,000.00","79,387.82",-20.61%,-3.75%,-11.02%,+25.95%,-0.319,-0.413,-0.365,+32.59%,+32.59%,-30.17%,+36.67%,-8.90%,0.927,+76.97%,+0.51%,60,47,-6.50%,-3.51%,+44.97%,-60.56%,0.655,-3.51%,22,38,50,+28.00%,-6.53%,10.0,+80.00%,+11.57%,,,,"1,201.89","1,079.31",82.40,32.06,1.08,5.96,1.08,+1.20%,-5.83%,,63,regime_bull_pullback,,-0.319
india,rs_trend,3,"100,000.00","195,867.79",+95.87%,+19.17%,+25.73%,+18.36%,1.34,1.887,1.404,+98.66%,+98.66%,-18.32%,+58.00%,+21.06%,0.628,+85.71%,+25.92%,50,44,+12.43%,+19.17%,+128.08%,-43.10%,3.077,+19.17%,29,21,40,+60.00%,+20.94%,10.0,+50.00%,+12.13%,,,,"1,211.60","1,095.89",74.91,32.55,1.1,6.06,1.1,+1.21%,+1.26%,,126,regime_bull_pullback,,1.34
india,rs_trend,3,"100,000.00","152,496.26",+52.50%,+5.25%,+15.45%,+18.93%,0.855,1.177,0.866,+92.40%,+92.40%,-17.84%,+49.00%,+10.89%,0.669,+86.38%,+25.92%,100,67,-0.88%,+5.25%,+98.25%,-60.56%,1.728,+5.25%,49,51,90,+45.56%,+4.55%,10.0,+80.00%,+11.57%,,,,"2,278.63","2,052.40",149.82,60.96,2.05,11.34,2.05,+2.28%,+4.34%,,63,regime_bull_pullback,,0.855
india,rs_trend,5,"100,000.00","292,483.21",+192.48%,+21.39%,+24.44%,+17.44%,1.342,1.929,0.948,+99.82%,+99.82%,-25.77%,+64.44%,+19.13%,0.643,+92.67%,+49.54%,90,71,+17.66%,+21.39%,+188.82%,-76.99%,3.221,+21.39%,58,32,70,+70.00%,+27.20%,20.0,+45.00%,+1.04%,,,,"2,201.56","1,992.55",134.84,59.18,1.99,11.01,1.99,+2.20%,+1.14%,,126,regime_bull_pullback,,1.342
india,rs_trend,5,"100,000.00","218,221.02",+118.22%,+6.95%,+17.23%,+17.46%,0.998,1.397,0.699,+98.50%,+98.50%,-24.65%,+54.12%,+12.43%,0.624,+87.89%,+49.54%,170,103,+2.32%,+6.95%,+108.49%,-60.56%,2.122,+6.95%,92,78,140,+48.57%,+3.93%,30.0,+80.00%,+21.05%,,,,"3,903.76","3,518.09",254.70,104.49,3.52,19.44,3.52,+3.90%,+3.30%,,63,regime_bull_pullback,,0.998
india,vwap_trend,1,"100,000.00","108,931.76",+8.93%,+2.71%,+9.04%,+15.30%,0.643,0.905,0.466,+73.66%,+73.66%,-19.42%,+39.39%,+9.99%,0.777,+71.24%,-0.46%,33,23,-1.82%,+2.72%,+55.22%,-31.24%,1.422,+2.72%,13,20,30,+43.33%,+3.99%,3.0,+0.00%,-10.02%,,,,742.83,668.53,49.41,19.86,0.67,3.69,0.67,+0.74%,+8.32%,,63,regime_bull_pullback,,0.643
india,vwap_trend,2,"100,000.00","77,104.64",-22.90%,-4.08%,-12.33%,+18.59%,-0.613,-0.784,-0.401,+18.89%,+18.89%,-30.71%,+38.71%,-11.66%,0.884,+77.35%,+0.51%,62,36,-1.95%,-3.21%,+54.21%,-60.56%,0.393,-3.21%,24,37,51,+31.37%,-4.53%,11.0,+72.73%,+2.89%,,,,"1,224.58","1,099.55",84.09,32.66,1.1,6.08,1.1,+1.22%,-5.35%,,63,regime_bull_pullback,,-0.613
india,vwap_trend,3,"100,000.00","126,503.11",+26.50%,+2.55%,+8.34%,+15.81%,0.586,0.792,0.284,+83.66%,+83.66%,-29.32%,+50.96%,+2.62%,0.766,+84.35%,+25.92%,104,55,+0.75%,+2.60%,+98.38%,-60.56%,1.452,+2.60%,53,51,93,+48.39%,+2.86%,11.0,+72.73%,+0.35%,,,,"2,336.61","2,102.78",155.55,62.45,2.1,11.62,2.1,+2.34%,+8.82%,,63,regime_bull_pullback,,0.586
india,vwap_trend,5,"100,000.00","133,755.69",+33.76%,+1.97%,+6.10%,+15.06%,0.469,0.638,0.223,+84.69%,+84.69%,-27.33%,+49.71%,-0.15%,0.788,+88.01%,+49.54%,171,70,-0.01%,+1.97%,+139.62%,-60.56%,1.411,+1.97%,85,86,141,+46.10%,+1.69%,30.0,+66.67%,+3.30%,,,,"3,838.30","3,453.54",256.20,102.57,3.45,19.08,3.45,+3.84%,+11.37%,,63,regime_bull_pullback,,0.469
india,mom_lowvol_combo,3,"100,000.00","148,138.06",+48.14%,+4.81%,+14.32%,+9.99%,1.39,2.016,0.949,+99.04%,+99.04%,-15.09%,+51.33%,+9.68%,0.533,+86.38%,+25.92%,150,72,+0.78%,+4.81%,+88.08%,-37.77%,2.157,+4.81%,77,73,135,+48.15%,+4.19%,15.0,+80.00%,+10.47%,,,,"2,274.10","2,048.04",149.82,60.83,2.05,11.32,2.05,+2.27%,+4.72%,,63,regime_top15,,1.39
india,mom_lowvol_combo,3,"100,000.00","142,882.17",+42.88%,+3.67%,+12.92%,+10.06%,1.258,1.814,0.722,+98.26%,+98.26%,-17.90%,+48.72%,+8.42%,0.525,+84.12%,+25.92%,117,50,-0.77%,+3.67%,+76.94%,-15.27%,1.935,+3.67%,57,60,99,+45.45%,+3.61%,17.0,+64.71%,+4.08%,1.0,+100.00%,+2.69%,"2,643.74","2,380.05",175.09,70.69,2.38,13.15,2.38,+2.64%,+6.17%,,63,regime_trail15,,1.258
india,momentum_quality,3,"100,000.00","148,859.60",+48.86%,+17.45%,+14.51%,+8.68%,1.605,2.325,2.237,+99.60%,+99.60%,-6.49%,+64.29%,+11.09%,0.391,+47.99%,+25.92%,42,30,+9.60%,+17.45%,+91.12%,-29.19%,5.002,+17.45%,27,15,35,+62.86%,+17.64%,7.0,+71.43%,+16.51%,,,,673.48,608.87,41.95,18.08,0.61,3.36,0.61,+0.67%,+1.38%,,126,regime_top15,,1.605
india,momentum_quality,3,"100,000.00","136,644.70",+36.64%,+17.45%,+11.22%,+6.91%,1.573,2.27,2.134,+99.53%,+99.53%,-5.26%,+64.29%,+8.49%,0.313,+35.99%,+25.92%,42,30,+9.60%,+17.45%,+91.12%,-29.19%,5.002,+17.45%,27,15,35,+62.86%,+17.64%,7.0,+71.43%,+16.51%,,,,505.11,456.65,31.46,13.56,0.46,2.52,0.46,+0.51%,+1.38%,,126,regime_top20,,1.573
india,momentum_quality,3,"100,000.00","142,319.66",+42.32%,+6.13%,+12.77%,+9.92%,1.262,1.798,1.093,+98.19%,+98.19%,-11.69%,+47.83%,+9.61%,0.382,+49.78%,+25.92%,69,30,-1.93%,+6.13%,+90.29%,-16.50%,2.304,+6.13%,33,36,58,+44.83%,+5.65%,11.0,+63.64%,+8.68%,,,,"1,578.58","1,422.26",103.38,42.24,1.42,7.86,1.42,+1.58%,+3.73%,,126,regime_trail15,,1.262
india,momentum_quality,3,"100,000.00","155,834.08",+55.83%,+10.95%,+16.31%,+10.66%,1.471,2.106,1.794,+99.18%,+99.18%,-9.09%,+49.02%,+12.66%,0.431,+57.73%,+25.92%,51,30,-1.93%,+10.95%,+91.12%,-20.26%,2.91,+10.95%,25,26,41,+48.78%,+11.38%,10.0,+50.00%,+9.19%,,,,"1,192.27","1,075.82",76.41,31.95,1.08,5.94,1.08,+1.19%,+2.14%,,126,regime_trail20,,1.471
india,momentum_quality,3,"100,000.00","149,201.20",+49.20%,+10.93%,+14.60%,+7.81%,1.784,2.707,1.906,+99.85%,+99.85%,-7.66%,+62.22%,+12.24%,0.273,+38.87%,+25.92%,45,30,+6.53%,+10.93%,+96.95%,-26.62%,3.77,+10.93%,28,17,38,+57.89%,+9.09%,7.0,+85.71%,+20.93%,,,,"1,051.94",949.19,67.42,28.19,0.95,5.25,0.95,+1.05%,+2.14%,,63,regime,,1.784
india,momentum_quality,5,"100,000.00","194,241.74",+94.24%,+18.15%,+14.48%,+10.04%,1.398,1.989,0.777,+99.86%,+99.86%,-18.63%,+66.67%,+10.67%,0.425,+53.34%,+49.54%,78,47,+9.60%,+18.15%,+280.25%,-41.59%,4.156,+18.15%,52,26,59,+59.32%,+12.29%,18.0,+88.89%,+38.37%,1.0,+100.00%,+0.22%,"1,252.81","1,132.84",77.8,33.65,1.13,6.26,1.13,+1.25%,+1.33%,,126,regime_top15,,1.398
india,momentum_quality,5,"100,000.00","161,268.78",+61.27%,+4.89%,+10.23%,+10.18%,1.008,1.426,0.638,+98.55%,+98.55%,-16.02%,+46.46%,+7.30%,0.351,+52.63%,+49.54%,127,47,-1.08%,+4.79%,+90.29%,-16.50%,2.09,+4.79%,59,68,99,+39.39%,+3.01%,25.0,+76.00%,+13.61%,3.0,+33.33%,-10.11%,"2,850.27","2,566.99",187.72,76.24,2.57,14.19,2.57,+2.85%,+4.65%,,126,regime_trail15,,1.008
india,momentum_quality,5,"100,000.00","156,604.69",+56.60%,+7.11%,+9.57%,+10.57%,0.918,1.301,0.37,+97.71%,+97.71%,-25.88%,+58.02%,+6.79%,0.342,+41.87%,+49.54%,81,47,+4.00%,+8.38%,+109.90%,-51.06%,2.208,+8.38%,47,34,60,+48.33%,+3.03%,21.0,+85.71%,+23.67%,,,,"1,830.52","1,649.75",119.35,49.0,1.65,9.12,1.65,+1.83%,+3.23%,,63,regime,,0.918
india,nifty_momentum,3,"100,000.00","192,136.35",+92.14%,+18.43%,+24.91%,+15.30%,1.531,2.142,1.594,+99.34%,+99.34%,-15.62%,+62.67%,+19.85%,0.609,+86.06%,+25.92%,75,61,+10.14%,+18.43%,+177.13%,-44.89%,3.302,+18.43%,47,28,60,+63.33%,+20.16%,15.0,+60.00%,+11.48%,,,,"1,207.73","1,092.16",74.91,32.44,1.09,6.04,1.09,+1.21%,+1.31%,,126,regime_top15,,1.531
india,nifty_momentum,3,"100,000.00","123,534.39",+23.53%,+1.21%,+7.46%,+16.77%,0.514,0.685,0.27,+80.66%,+80.66%,-27.62%,+36.41%,+3.26%,0.62,+81.63%,+25.92%,195,89,-5.68%,+1.29%,+158.49%,-59.29%,1.192,+1.29%,71,124,159,+37.11%,+2.16%,33.0,+30.30%,-4.46%,3.0,+66.67%,+18.27%,"4,341.73","3,905.52",290.82,115.99,3.91,21.58,3.91,+4.34%,+18.45%,,126,regime_trail15,,0.514
